Version,JavaScript,Java,C&C++,Objective-C&C++,Markdown,Other,Sum
5,3,0,0,0,0,0,3
6,3,0,0,0,0,0,3
7,3,0,0,0,0,0,3
8,3,0,0,0,0,0,3
9,3,0,0,0,0,0,3
10,3,0,0,0,0,0,3
11,3,0,0,0,0,0,3
12,3,0,0,0,0,0,3
13,3,0,0,0,0,0,3
14,2,0,0,0,0,0,2
15,2,0,0,0,0,0,2
17,2,0,0,0,0,0,2
18,2,0,0,0,0,0,2
19,2,0,0,0,0,0,2
20,2,0,0,0,0,0,2
21,2,0,0,0,0,0,2
22,2,0,0,0,0,0,2
23,2,0,0,0,0,0,2
24,2,0,0,0,0,0,2
25,2,0,0,0,0,0,2
26,2,0,0,0,0,0,2
27,2,0,0,0,0,0,2
28,2,0,0,0,0,0,2
29,2,0,0,0,0,0,2
30,2,0,0,0,0,0,2
31,2,0,0,0,0,0,2
32,2,0,0,0,0,0,2
33,2,0,0,0,0,0,2
34,2,0,0,0,0,0,2
35,2,0,0,0,0,0,2
36,2,0,0,0,0,0,2
37,1,0,0,0,0,0,0
38,1,0,0,0,0,0,0
